3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
3000,5,5,5,3000,100,100,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,100,100,9,9,9,9,9,9,100,100,9,9,9,9,9,9,9,9,9,9,9,9,9,100,100,9,9,9,9,9,9,9,100,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,100,100,9,9,9,9,9,9,9,100,100,9,9,9,9,9,9,9,9,9,9,9,100,100,9,3000,9,9,9,100,9,100,100,100,9,9,100,100,100,9,9,100,100,100,9,9,100,100,9,100,100,9,9,9,9,9,100,9,100,100,100,9,9,100,100,100,9,9,100,100,100,9,9,100,100,9,100,100,100,100,3000,100,100,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,100,100,9,9,9,9,9,9,100,100,9,9,9,9,9,9,9,9,9,9,9,9,9,100,100,3000
3000,5,5,5,3000,100,100,9,9,9,9,9,9,9,9,9,100,100,9,9,9,9,9,9,100,100,9,9,9,9,9,9,100,100,9,9,9,9,9,9,9,9,9,9,9,9,9,100,100,9,9,9,100,100,9,9,100,9,9,9,9,9,9,9,9,9,100,100,9,9,9,9,9,9,100,100,9,9,9,9,9,9,100,100,100,9,9,9,9,9,100,100,9,9,9,100,100,100,9,3000,9,100,100,9,9,9,100,100,9,100,100,9,9,9,9,100,9,9,9,9,100,100,9,9,100,9,9,9,100,100,9,9,9,100,100,9,100,100,9,9,9,9,100,9,9,9,9,100,100,9,9,100,100,100,3000,100,100,9,9,9,9,9,9,9,9,9,100,100,9,9,9,9,9,9,100,100,9,9,9,9,9,9,100,100,9,9,9,9,9,9,9,9,9,9,9,9,9,100,100,3000
3000,5,5,5,3000,100,100,9,100,100,9,9,9,9,100,100,100,100,9,9,9,9,9,9,9,9,9,9,9,9,9,9,100,100,9,9,9,9,9,100,100,9,9,9,9,9,9,100,100,9,100,100,100,100,9,9,100,9,100,100,9,9,9,9,100,100,100,100,9,9,9,9,9,9,9,9,9,9,9,9,9,9,100,100,100,100,100,100,9,100,100,100,9,9,100,100,100,100,100,3000,9,100,100,9,9,100,100,9,9,9,100,9,9,9,9,100,9,9,9,9,9,9,9,100,100,9,9,9,100,100,9,9,100,100,9,9,9,100,9,9,9,9,100,9,9,9,9,9,9,9,100,100,100,100,3000,100,100,9,100,100,9,9,9,9,100,100,100,100,9,9,9,9,9,9,9,9,9,9,9,9,9,9,100,100,9,9,9,9,9,100,100,9,9,9,9,9,9,100,100,3000
3000,5,5,5,3000,9,9,9,100,100,9,9,9,9,100,100,100,100,9,9,100,100,9,9,9,9,9,9,9,9,9,9,9,9,9,9,100,100,9,100,100,9,9,9,9,100,100,9,9,9,100,100,100,100,9,9,9,9,100,100,9,9,9,9,100,100,100,100,9,9,100,100,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,3000,100,100,100,9,100,100,9,9,100,100,100,9,100,100,9,9,100,100,100,9,9,9,9,100,100,100,100,100,100,100,9,100,100,9,9,9,9,9,100,100,100,9,9,100,100,100,9,9,9,9,100,100,100,9,3000,9,9,9,100,100,9,9,9,9,100,100,100,100,9,9,100,100,9,9,9,9,9,9,9,9,9,9,9,9,9,9,100,100,9,100,100,9,9,9,9,100,100,9,9,3000
3000,5,5,5,3000,9,9,9,9,9,9,9,100,100,9,100,100,9,9,9,100,100,9,9,9,100,100,9,9,100,100,9,9,9,9,9,100,100,9,100,100,100,100,9,9,100,100,9,9,100,9,100,100,9,9,9,9,9,9,9,9,9,100,100,9,100,100,9,9,9,100,100,9,9,9,100,100,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,3000,9,9,100,9,9,100,9,100,100,100,100,9,100,100,9,100,100,100,100,9,9,9,9,100,9,9,9,9,9,100,9,9,100,100,9,9,100,100,100,100,100,9,100,100,100,100,9,9,9,9,100,9,9,9,3000,9,9,9,9,9,9,9,100,100,9,100,100,9,9,9,100,100,9,9,9,100,100,9,9,100,100,9,9,9,9,9,100,100,9,100,100,100,100,9,9,100,100,9,9,3000
3000,5,5,5,3000,9,9,9,9,9,9,9,100,100,9,100,100,9,100,100,9,9,9,9,9,100,100,9,9,100,100,9,9,9,9,9,9,100,100,9,9,100,100,9,9,9,9,9,9,100,9,100,100,9,100,100,9,9,9,9,9,9,100,100,9,100,100,9,100,100,9,9,9,9,9,100,100,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,3000,100,100,100,9,100,9,9,100,100,100,9,9,100,9,9,100,100,100,9,9,100,100,9,9,100,100,100,100,100,100,9,100,100,9,9,9,100,100,100,100,9,9,100,100,100,9,9,100,100,9,9,100,100,9,3000,9,9,9,9,9,9,9,100,100,9,100,100,9,100,100,9,9,9,9,9,100,100,9,9,100,100,9,9,9,9,9,9,100,100,9,9,100,100,9,9,9,9,9,9,3000
3000,5,5,5,3000,9,100,100,9,9,9,9,9,9,9,9,9,9,100,100,9,9,100,100,9,9,9,9,9,9,9,9,100,100,9,9,9,100,100,9,100,100,9,9,9,9,9,9,9,9,9,9,9,9,100,100,100,100,9,9,9,9,9,9,9,9,9,9,100,100,9,9,100,100,9,9,9,9,9,7,7,7,100,100,100,100,100,100,100,100,100,100,100,100,7,7,7,9,9,3000,100,100,9,9,100,9,9,100,9,9,9,9,9,9,9,100,9,9,9,9,100,100,9,9,100,100,100,100,100,9,9,100,100,9,9,9,100,100,9,9,9,9,100,9,9,9,9,100,100,9,9,100,100,9,3000,9,100,100,9,9,9,9,9,9,9,9,9,9,100,100,9,9,100,100,9,9,9,9,9,9,9,9,100,100,9,9,9,100,100,9,100,100,9,9,9,9,9,9,9,3000
3000,5,5,5,3000,9,100,100,100,100,9,9,9,9,9,9,9,9,9,9,9,9,100,100,9,9,100,100,9,9,9,9,100,100,9,9,9,9,9,9,100,100,9,9,9,9,9,100,100,9,9,9,9,9,9,9,100,100,100,100,9,9,9,9,9,9,9,9,9,9,9,9,100,100,9,9,100,100,9,7,7,7,25,25,25,25,25,25,25,25,100,9,9,9,7,7,7,100,100,3000,100,9,100,9,100,9,100,100,9,100,9,9,100,9,100,100,9,100,9,9,9,100,9,9,9,100,100,100,9,100,9,100,9,100,100,9,9,9,100,100,9,100,100,9,100,9,9,9,100,9,9,9,9,9,3000,9,100,100,100,100,9,9,9,9,9,9,9,9,9,9,9,9,100,100,9,9,100,100,9,9,9,9,100,100,9,9,9,9,9,9,100,100,9,9,9,9,9,100,100,3000
3000,5,5,5,3000,9,9,9,100,100,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,100,100,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,100,100,9,9,9,9,9,9,9,9,9,100,100,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,100,100,9,7,7,7,25,25,25,25,25,25,25,25,100,9,9,9,7,7,7,100,100,3000,100,9,100,9,9,9,100,100,9,100,9,9,100,9,100,100,9,100,9,9,9,100,9,100,100,100,100,100,9,100,9,9,100,100,100,9,100,9,100,100,9,100,100,9,100,9,9,9,100,9,10,10,10,10,3000,9,9,9,100,100,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,100,100,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,100,100,3000
